Timestamp,Array_ID,Array_Type,LUN_ID,Workload_ID,IOPS_Read,IOPS_Write,IOPS_Total,Throughput_Read_MBs,Throughput_Write_MBs,Throughput_Total_MBs,Latency,Queue_Depth,Cache_Hit_Pct,Utilization_Pct
2026-07-05 08:00:00,NAS-STM-01,NAS,LUN-NAS-STM-012,WKL-OPS-013,109426,30637,140063,3122.31,635.58,3757.89,24.91,136,19.0,97.95
2026-07-05 12:00:00,NVM-NWK-01,NVMe,LUN-NVM-NWK-01-004,WKL-FIN-016,54685,14088,68773,1727.96,262.67,1990.63,222,25,76.93,80.77
2026-07-05 12:00:00,NVM-STM-01,NVMe,LUN-NVM-STM-01-005,WKL-FIN-002,47943,16900,64843,932.79,223.21,1156.0,189,13,46.98,32.91
2026-07-05 12:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-01-001,WKL-OPS-011,19500,1518,21018,589.37,47.65,637.02,7.89,59,72.99,40.49
2026-07-05 12:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-01-004,WKL-OPS-002,51550,8628,60178,1349.35,107.55,1456.9,10.46,26,95.9,76.25
2026-07-05 12:00:00,NAS-NWK-01,NAS,LUN-NAS-NWK-01-001,WKL-FIN-007,46443,18493,64936,873.07,323.2,1196.27,21.02,48,51.15,11.71
2026-07-05 12:00:00,NAS-NWK-01,NAS,LUN-NAS-NWK-01-005,WKL-FIN-017,52666,22981,75647,668.65,902.21,1570.86,17.03,42,58.86,11.01
2026-07-05 12:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-048,WKL-OPS-011,98344,42567,140911,2553.25,810.88,3364.13,4.3,148,18.73,96.99
2026-07-05 12:00:00,NAS-STM-01,NAS,LUN-NAS-STM-012,WKL-OPS-013,112060,48145,160205,2572.47,625.35,3197.82,15.87,208,15.68,96.53
2026-07-05 16:00:00,NVM-NWK-01,NVMe,LUN-NVM-NWK-01-005,WKL-FIN-015,63157,5641,68798,1581.47,85.76,1667.23,153,41,67.15,57.15
2026-07-05 16:00:00,NVM-STM-01,NVMe,LUN-NVM-STM-01-004,WKL-OPS-014,58197,5943,64140,1098.45,221.17,1319.62,253,47,61.43,61.43
2026-07-05 16:00:00,NAS-NWK-01,NAS,LUN-NAS-NWK-01-007,WKL-OPS-005,14955,22906,37861,216.41,668.53,884.94,8.63,3,87.39,64.76
2026-07-05 16:00:00,NAS-STM-01,NAS,LUN-NAS-STM-01-003,WKL-FIN-025,59487,23544,83031,1218.41,911.42,2129.83,18.54,6,85.0,78.45
2026-07-05 20:00:00,NVM-NWK-01,NVMe,LUN-NVM-NWK-01-003,WKL-FIN-018,17693,581,18274,635.86,10.73,646.59,187,5,96.43,49.86
2026-07-05 20:00:00,NVM-STM-01,NVMe,LUN-NVM-STM-01-004,WKL-OPS-014,17068,11173,28241,145.36,225.26,370.62,157,15,95.47,26.89
2026-07-05 20:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-01-006,WKL-OPS-004,15288,863,16151,352.48,27.2,379.68,3.45,43,36.82,65.96
2026-07-05 20:00:00,SAN-NWK-02,SAN,LUN-SAN-NWK-02-007,WKL-FIN-010,18223,1311,19534,515.86,45.53,561.39,4.71,24,35.92,66.77
2026-07-05 20:00:00,NAS-STM-01,NAS,LUN-NAS-STM-01-004,WKL-FIN-006,28013,11015,39028,336.03,349.98,686.01,13.0,57,54.12,25.18
2026-07-06 00:00:00,NVM-NWK-02,NVMe,LUN-NVM-NWK-02-006,WKL-FIN-002,20642,8500,29142,238.77,226.26,465.03,282,22,55.66,63.85
2026-07-06 00:00:00,NVM-NWK-02,NVMe,LUN-NVM-NWK-02-007,WKL-FIN-006,23778,7004,30782,719.53,100.55,820.08,73,23,60.47,64.0
2026-07-06 00:00:00,NVM-STM-01,NVMe,LUN-NVM-STM-01-003,WKL-OPS-008,20861,1145,22006,349.66,27.28,376.94,263,20,77.72,26.2
2026-07-06 00:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-01-002,WKL-FIN-013,12650,10103,22753,245.74,390.57,636.31,3.32,31,55.49,35.4
2026-07-06 04:00:00,NVM-NWK-01,NVMe,LUN-NVM-NWK-01-004,WKL-FIN-016,15578,4048,19626,481.06,122.41,603.47,122,33,96.14,77.82
2026-07-06 04:00:00,NVM-NWK-02,NVMe,LUN-NVM-NWK-02-001,WKL-OPS-010,20559,8717,29276,670.47,254.64,925.11,178,19,63.29,40.42
2026-07-06 04:00:00,NVM-NWK-02,NVMe,LUN-NVM-NWK-02-003,WKL-OPS-013,12065,4235,16300,118.31,85.38,203.69,292,26,92.7,33.91
2026-07-06 04:00:00,NVM-STM-01,NVMe,LUN-NVM-STM-01-005,WKL-FIN-002,17445,690,18135,396.31,21.21,417.52,188,39,44.21,39.95
2026-07-06 04:00:00,SAN-NWK-02,SAN,LUN-SAN-NWK-02-005,WKL-FIN-022,28923,9606,38529,491.68,337.51,829.19,4.87,61,79.79,19.71
2026-07-06 04:00:00,SAN-STM-01,SAN,LUN-SAN-STM-01-004,WKL-FIN-006,12152,4614,16766,449.46,44.59,494.05,4.72,4,66.33,45.99
2026-07-06 04:00:00,NAS-NWK-01,NAS,LUN-NAS-NWK-01-004,WKL-OPS-014,25900,4634,30534,580.06,136.69,716.75,20.72,35,40.33,44.17
2026-07-06 04:00:00,NAS-NWK-01,NAS,LUN-NAS-NWK-01-007,WKL-OPS-005,16209,1824,18033,301.31,53.4,354.71,16.48,59,75.38,19.56
2026-07-06 08:00:00,NVM-NWK-01,NVMe,LUN-NVM-NWK-01-001,WKL-FIN-008,48429,18657,67086,1935.76,262.86,2198.62,200,63,55.06,44.98
2026-07-06 08:00:00,NVM-NWK-01,NVMe,LUN-NVM-NWK-01-003,WKL-FIN-018,40839,23238,64077,512.39,744.03,1256.42,157,60,63.94,72.28
2026-07-06 08:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-01-006,WKL-OPS-004,43888,16369,60257,1419.21,468.09,1887.3,5.87,42,74.24,37.27
2026-07-06 08:00:00,NAS-NWK-01,NAS,LUN-NAS-NWK-01-005,WKL-FIN-017,38694,8289,46983,545.78,178.56,724.34,22.28,48,48.78,15.2
2026-07-06 08:00:00,NAS-STM-01,NAS,LUN-NAS-STM-01-002,WKL-FIN-008,16269,11040,27309,389.11,381.7,770.81,12.07,49,36.91,12.82
2026-07-06 08:00:00,NAS-STM-01,NAS,LUN-NAS-STM-01-005,WKL-OPS-011,56565,21847,78412,1747.76,693.88,2441.64,9.3,63,85.69,49.36
2026-07-06 08:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-048,WKL-OPS-011,113158,37161,150319,3006.24,739.78,3746.02,14.78,216,14.92,96.61
2026-07-06 12:00:00,NVM-NWK-01,NVMe,LUN-NVM-NWK-01-004,WKL-FIN-016,12198,25093,37291,197.01,642.74,839.75,291,14,71.83,48.26
2026-07-06 12:00:00,NVM-STM-01,NVMe,LUN-NVM-STM-01-002,WKL-FIN-015,10440,22798,33238,412.25,207.44,619.69,129,44,50.45,36.11
2026-07-06 12:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-01-005,WKL-FIN-015,37245,21583,58828,424.69,499.8,924.49,5.27,48,75.63,9.52
2026-07-06 12:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-01-007,WKL-OPS-013,25110,7209,32319,350.97,103.01,453.98,10.41,21,40.53,16.95
2026-07-06 12:00:00,SAN-STM-01,SAN,LUN-SAN-STM-01-002,WKL-FIN-022,41163,8179,49342,428.17,222.42,650.59,7.13,37,66.82,25.86
2026-07-06 12:00:00,NAS-NWK-01,NAS,LUN-NAS-NWK-01-006,WKL-FIN-003,19197,24876,44073,319.89,651.3,971.19,14.82,51,66.0,35.75
2026-07-06 12:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-047,WKL-OPS-009,102250,41829,144079,1974.82,651.01,2625.83,1.81,196,23.77,96.18
2026-07-06 12:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-048,WKL-OPS-011,117420,45567,162987,4039.7,660.75,4700.45,9.82,171,21.7,98.68
2026-07-06 16:00:00,NVM-NWK-02,NVMe,LUN-NVM-NWK-02-003,WKL-OPS-013,26745,23970,50715,765.98,651.3,1417.28,257,29,89.63,19.7
2026-07-06 16:00:00,NVM-STM-01,NVMe,LUN-NVM-STM-01-003,WKL-OPS-008,18087,13834,31921,662.61,285.01,947.62,92,3,67.06,45.98
2026-07-06 16:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-01-003,WKL-OPS-010,41032,12807,53839,1454.73,154.19,1608.92,1.99,53,45.68,46.74
2026-07-06 16:00:00,SAN-STM-01,SAN,LUN-SAN-STM-01-003,WKL-FIN-007,21903,477,22380,361.32,11.18,372.5,2.39,21,89.97,81.34
2026-07-06 16:00:00,SAN-STM-01,SAN,LUN-SAN-STM-01-005,WKL-FIN-025,37780,23497,61277,964.66,865.69,1830.35,11.52,34,71.93,78.72
2026-07-06 20:00:00,NVM-NWK-01,NVMe,LUN-NVM-NWK-01-007,WKL-FIN-007,21185,3257,24442,818.97,104.38,923.35,272,55,77.14,68.37
2026-07-06 20:00:00,NAS-NWK-01,NAS,LUN-NAS-NWK-01-006,WKL-FIN-003,11473,1571,13044,285.55,29.88,315.43,11.9,50,47.32,39.8
2026-07-07 00:00:00,NVM-NWK-01,NVMe,LUN-NVM-NWK-01-005,WKL-FIN-015,24253,7325,31578,936.87,83.71,1020.58,280,3,39.03,63.23
2026-07-07 00:00:00,SAN-NWK-02,SAN,LUN-SAN-NWK-02-002,WKL-FIN-001,11592,1374,12966,297.6,25.9,323.5,8.76,10,50.46,45.62
2026-07-07 04:00:00,SAN-STM-01,SAN,LUN-SAN-STM-01-001,WKL-FIN-014,24424,3387,27811,962.06,116.84,1078.9,13.61,3,88.5,56.64
2026-07-07 04:00:00,NAS-NWK-01,NAS,LUN-NAS-NWK-01-004,WKL-OPS-014,23676,4844,28520,443.09,189.03,632.12,21.8,25,87.12,13.55
2026-07-07 08:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-01-003,WKL-OPS-010,62916,23128,86044,805.16,646.58,1451.74,13.86,64,59.61,44.62
2026-07-07 08:00:00,NAS-NWK-01,NAS,LUN-NAS-NWK-01-004,WKL-OPS-014,36685,6828,43513,1338.49,258.96,1597.45,15.26,45,60.74,25.39
2026-07-07 08:00:00,NAS-NWK-01,NAS,LUN-NAS-NWK-01-005,WKL-FIN-017,43288,20901,64189,1154.67,445.12,1599.79,19.59,42,90.3,12.32
2026-07-07 08:00:00,NAS-NWK-01,NAS,LUN-NAS-NWK-01-006,WKL-FIN-003,54177,22185,76362,1657.56,539.69,2197.25,24.63,22,43.85,28.69
2026-07-07 08:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-047,WKL-OPS-009,117648,54114,171762,4325.19,1798.88,6124.07,11.21,184,15.19,95.78
2026-07-07 12:00:00,NVM-NWK-01,NVMe,LUN-NVM-NWK-01-004,WKL-FIN-016,47565,20308,67873,649.84,279.87,929.71,139,12,77.57,46.38
2026-07-07 12:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-01-001,WKL-OPS-011,18232,2299,20531,431.12,78.04,509.16,10.76,34,83.7,73.37
2026-07-07 12:00:00,NAS-STM-01,NAS,LUN-NAS-STM-01-002,WKL-FIN-008,51745,6477,58222,1633.79,137.33,1771.12,8.06,4,86.59,10.87
2026-07-07 12:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-048,WKL-OPS-011,99381,38599,137980,2592.27,533.25,3125.52,8.68,178,8.42,95.64
2026-07-07 12:00:00,NAS-STM-01,NAS,LUN-NAS-STM-012,WKL-OPS-013,111916,47464,159380,2672.28,690.41,3362.69,15.35,237,18.13,97.2
2026-07-07 16:00:00,NVM-NWK-01,NVMe,LUN-NVM-NWK-01-001,WKL-FIN-008,34009,10228,44237,442.48,346.89,789.37,290,26,73.85,81.98
2026-07-07 16:00:00,NVM-NWK-01,NVMe,LUN-NVM-NWK-01-002,WKL-FIN-002,44401,12945,57346,566.79,249.88,816.67,66,51,62.96,70.04
2026-07-07 16:00:00,NVM-NWK-01,NVMe,LUN-NVM-NWK-01-004,WKL-FIN-016,43033,5373,48406,378.6,54.64,433.24,79,43,75.12,30.98
2026-07-07 16:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-01-006,WKL-OPS-004,63660,2908,66568,749.48,107.45,856.93,2.69,46,49.68,27.77
2026-07-07 16:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-01-007,WKL-OPS-013,58311,21265,79576,2145.07,607.21,2752.28,3.89,55,37.82,16.32
2026-07-07 16:00:00,SAN-STM-01,SAN,LUN-SAN-STM-01-005,WKL-FIN-025,13444,5235,18679,407.41,87.71,495.12,12.13,5,90.87,39.74
2026-07-07 16:00:00,NAS-NWK-01,NAS,LUN-NAS-NWK-01-006,WKL-FIN-003,56959,15802,72761,1528.05,621.41,2149.46,20.68,12,55.95,58.96
2026-07-07 16:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-047,WKL-OPS-009,108906,50173,159079,921.28,1670.56,2591.84,5.7,239,12.46,95.34
2026-07-07 16:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-048,WKL-OPS-011,101640,47899,149539,3715.84,1258.72,4974.56,12.06,241,13.78,97.4
2026-07-07 20:00:00,NVM-NWK-01,NVMe,LUN-NVM-NWK-01-002,WKL-FIN-002,15997,6843,22840,436.99,130.73,567.72,286,51,75.49,12.01
2026-07-08 00:00:00,NVM-NWK-01,NVMe,LUN-NVM-NWK-01-007,WKL-FIN-007,22121,4284,26405,803.77,72.66,876.43,64,42,91.8,45.23
2026-07-08 00:00:00,NAS-NWK-01,NAS,LUN-NAS-NWK-01-005,WKL-FIN-017,13816,7245,21061,119.6,148.99,268.59,13.09,48,90.16,51.0
2026-07-08 00:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-047,WKL-OPS-009,55230,23713,78943,2126.58,372.02,2498.6,10.56,229,8.79,96.56
2026-07-08 04:00:00,NVM-STM-01,NVMe,LUN-NVM-STM-01-003,WKL-OPS-008,27376,2410,29786,281.24,21.05,302.29,91,29,43.45,53.22
2026-07-08 04:00:00,NVM-STM-01,NVMe,LUN-NVM-STM-01-004,WKL-OPS-014,28002,2265,30267,562.84,62.2,625.04,270,10,65.06,38.76
2026-07-08 04:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-047,WKL-OPS-009,51815,15046,66861,1546.02,471.6,2017.62,2.39,166,16.23,95.27
2026-07-08 08:00:00,NVM-NWK-01,NVMe,LUN-NVM-NWK-01-001,WKL-FIN-008,38367,17449,55816,786.7,645.74,1432.44,56,20,68.16,33.98
2026-07-08 08:00:00,NVM-NWK-02,NVMe,LUN-NVM-NWK-02-004,WKL-OPS-003,33081,22204,55285,1301.73,862.7,2164.43,226,17,44.29,63.78
2026-07-08 08:00:00,NVM-NWK-02,NVMe,LUN-NVM-NWK-02-005,WKL-FIN-003,16216,7411,23627,521.19,128.55,649.74,89,3,75.62,78.47
2026-07-08 08:00:00,SAN-NWK-02,SAN,LUN-SAN-NWK-02-006,WKL-FIN-018,29127,24039,53166,625.29,624.06,1249.35,6.84,7,35.08,8.51
2026-07-08 08:00:00,NAS-NWK-01,NAS,LUN-NAS-NWK-01-001,WKL-FIN-007,30661,11988,42649,1144.19,334.04,1478.23,15.31,41,74.3,81.07
2026-07-08 08:00:00,NAS-NWK-01,NAS,LUN-NAS-NWK-01-006,WKL-FIN-003,65823,8871,74694,1580.81,107.39,1688.2,18.9,7,72.97,18.81
2026-07-08 08:00:00,NAS-STM-01,NAS,LUN-NAS-STM-01-001,WKL-OPS-010,57331,22348,79679,1336.94,209.79,1546.73,10.19,23,42.37,17.55
2026-07-08 12:00:00,NVM-NWK-01,NVMe,LUN-NVM-NWK-01-004,WKL-FIN-016,65886,19926,85812,2195.78,789.76,2985.54,216,4,37.09,65.83
2026-07-08 12:00:00,NVM-NWK-01,NVMe,LUN-NVM-NWK-01-005,WKL-FIN-015,32046,7372,39418,853.77,70.8,924.57,276,36,59.41,50.11
2026-07-08 12:00:00,NVM-NWK-02,NVMe,LUN-NVM-NWK-02-003,WKL-OPS-013,33658,20172,53830,1214.72,309.66,1524.38,106,14,48.79,50.45
2026-07-08 12:00:00,NVM-NWK-02,NVMe,LUN-NVM-NWK-02-005,WKL-FIN-003,46054,18399,64453,997.52,604.02,1601.54,206,2,63.0,77.03
2026-07-08 12:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-01-004,WKL-OPS-002,51052,7696,58748,714.93,202.78,917.71,14.2,63,50.94,78.09
2026-07-08 12:00:00,SAN-NWK-02,SAN,LUN-SAN-NWK-02-004,WKL-OPS-003,38248,16203,54451,1096.71,570.34,1667.05,4.1,34,72.83,58.7
2026-07-08 12:00:00,SAN-STM-01,SAN,LUN-SAN-STM-01-005,WKL-FIN-025,59446,14499,73945,2292.33,472.6,2764.93,4.45,42,94.14,16.66
2026-07-08 12:00:00,NAS-NWK-01,NAS,LUN-NAS-NWK-01-007,WKL-OPS-005,53869,25000,78869,610.2,666.28,1276.48,14.68,39,92.19,81.37
2026-07-08 12:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-048,WKL-OPS-011,71001,34425,105426,2295.55,923.28,3218.83,9.52,242,10.61,97.31
2026-07-08 16:00:00,NVM-NWK-02,NVMe,LUN-NVM-NWK-02-002,WKL-FIN-006,31153,5790,36943,910.99,192.9,1103.89,101,10,47.15,8.06
2026-07-08 16:00:00,NVM-NWK-02,NVMe,LUN-NVM-NWK-02-006,WKL-FIN-002,54109,26139,80248,562.84,315.71,878.55,205,35,50.83,15.43
2026-07-08 16:00:00,NVM-STM-01,NVMe,LUN-NVM-STM-01-005,WKL-FIN-002,30480,7158,37638,855.78,89.95,945.73,208,3,63.48,50.87
2026-07-08 16:00:00,SAN-NWK-02,SAN,LUN-SAN-NWK-02-003,WKL-FIN-011,54367,12096,66463,1921.74,481.84,2403.58,8.97,61,51.76,53.8
2026-07-08 16:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-047,WKL-OPS-009,105166,39802,144968,1619.95,968.68,2588.63,1.91,180,8.62,96.32
2026-07-08 16:00:00,NAS-STM-01,NAS,LUN-NAS-STM-012,WKL-OPS-013,111232,59533,170765,2715.77,1440.27,4156.04,22.57,237,23.92,99.71
2026-07-08 20:00:00,NVM-NWK-01,NVMe,LUN-NVM-NWK-01-007,WKL-FIN-007,20286,6218,26504,543.69,166.31,710.0,57,44,38.37,79.9
2026-07-08 20:00:00,NVM-NWK-02,NVMe,LUN-NVM-NWK-02-004,WKL-OPS-003,28968,10710,39678,1076.07,212.81,1288.88,248,57,45.92,51.13
2026-07-08 20:00:00,NVM-STM-01,NVMe,LUN-NVM-STM-01-003,WKL-OPS-008,24569,2613,27182,361.59,62.94,424.53,242,28,75.84,14.14
2026-07-08 20:00:00,NAS-NWK-01,NAS,LUN-NAS-NWK-01-001,WKL-FIN-007,23281,9433,32714,315.23,237.43,552.66,21.88,1,71.46,27.25
2026-07-08 20:00:00,NAS-STM-01,NAS,LUN-NAS-STM-012,WKL-OPS-013,36140,22559,58699,1206.73,314.4,1521.13,3.31,254,22.31,95.47
2026-07-09 00:00:00,NVM-NWK-01,NVMe,LUN-NVM-NWK-01-004,WKL-FIN-016,27834,7898,35732,937.53,245.52,1183.05,67,31,60.02,65.68
2026-07-09 00:00:00,NVM-STM-01,NVMe,LUN-NVM-STM-01-002,WKL-FIN-015,15047,2374,17421,158.37,54.36,212.73,259,17,65.1,24.62
2026-07-09 00:00:00,NVM-STM-01,NVMe,LUN-NVM-STM-01-004,WKL-OPS-014,25334,8255,33589,288.85,242.34,531.19,131,5,43.41,16.28
2026-07-09 00:00:00,NAS-STM-01,NAS,LUN-NAS-STM-01-005,WKL-OPS-011,24981,8794,33775,459.73,339.3,799.03,19.98,55,62.85,8.85
2026-07-09 04:00:00,NVM-NWK-01,NVMe,LUN-NVM-NWK-01-004,WKL-FIN-016,29066,10346,39412,643.64,366.25,1009.89,119,53,89.55,73.41
2026-07-09 04:00:00,NVM-NWK-01,NVMe,LUN-NVM-NWK-01-005,WKL-FIN-015,29164,6940,36104,772.9,197.45,970.35,142,11,77.39,43.02
2026-07-09 04:00:00,NVM-STM-01,NVMe,LUN-NVM-STM-01-004,WKL-OPS-014,27840,10456,38296,942.18,94.5,1036.68,53,7,40.13,48.76
2026-07-09 04:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-01-004,WKL-OPS-002,20632,8024,28656,180.0,301.09,481.09,9.03,22,80.19,24.54
2026-07-09 04:00:00,NAS-NWK-01,NAS,LUN-NAS-NWK-01-002,WKL-FIN-023,15698,5546,21244,289.27,189.93,479.2,22.37,12,40.98,30.93
2026-07-09 04:00:00,NAS-STM-01,NAS,LUN-NAS-STM-01-001,WKL-OPS-010,17524,6636,24160,160.76,66.82,227.58,5.24,60,64.99,39.29
2026-07-09 04:00:00,NAS-STM-01,NAS,LUN-NAS-STM-01-002,WKL-FIN-008,21693,4879,26572,440.3,80.18,520.48,17.35,60,42.84,12.52
2026-07-09 08:00:00,NVM-STM-01,NVMe,LUN-NVM-STM-01-002,WKL-FIN-015,22437,4401,26838,738.47,160.29,898.76,225,25,63.52,37.6
2026-07-09 08:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-01-003,WKL-OPS-010,54373,4726,59099,821.61,136.44,958.05,5.53,16,87.62,19.84
2026-07-09 08:00:00,SAN-NWK-02,SAN,LUN-SAN-NWK-02-002,WKL-FIN-001,30621,12157,42778,805.87,110.71,916.58,4.54,36,51.58,53.86
2026-07-09 08:00:00,SAN-NWK-02,SAN,LUN-SAN-NWK-02-006,WKL-FIN-018,56275,14449,70724,1809.9,229.15,2039.05,13.31,27,74.92,59.44
2026-07-09 08:00:00,SAN-STM-01,SAN,LUN-SAN-STM-01-003,WKL-FIN-007,61335,7030,68365,2388.59,146.56,2535.15,2.52,16,44.13,78.4
2026-07-09 12:00:00,NVM-NWK-01,NVMe,LUN-NVM-NWK-01-001,WKL-FIN-008,58767,19707,78474,2105.41,163.09,2268.5,77,21,46.05,20.49
2026-07-09 12:00:00,SAN-NWK-02,SAN,LUN-SAN-NWK-02-003,WKL-FIN-011,54502,22635,77137,883.21,481.02,1364.23,7.81,45,91.22,70.4
2026-07-09 12:00:00,SAN-STM-01,SAN,LUN-SAN-STM-01-001,WKL-FIN-014,27447,21330,48777,567.7,610.63,1178.33,10.49,32,48.52,51.82
2026-07-09 12:00:00,NAS-STM-01,NAS,LUN-NAS-STM-01-005,WKL-OPS-011,25318,3118,28436,639.05,66.28,705.33,14.04,10,64.82,59.61
2026-07-09 12:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-048,WKL-OPS-011,117006,32545,149551,3111.12,1013.02,4124.14,3.42,192,23.0,95.58
2026-07-09 12:00:00,NAS-STM-01,NAS,LUN-NAS-STM-012,WKL-OPS-013,110233,34578,144811,3614.62,403.25,4017.87,4.2,179,23.97,96.64
2026-07-09 16:00:00,NVM-NWK-01,NVMe,LUN-NVM-NWK-01-006,WKL-FIN-009,39034,5865,44899,477.69,151.55,629.24,185,61,60.99,20.69
2026-07-09 16:00:00,NVM-STM-01,NVMe,LUN-NVM-STM-01-005,WKL-FIN-002,62632,26448,89080,1666.47,691.41,2357.88,174,10,43.28,38.17
2026-07-09 16:00:00,SAN-STM-01,SAN,LUN-SAN-STM-01-002,WKL-FIN-022,37030,12541,49571,780.29,140.66,920.95,8.6,1,63.71,54.47
2026-07-09 16:00:00,NAS-NWK-01,NAS,LUN-NAS-NWK-01-002,WKL-FIN-023,18829,2661,21490,599.04,71.0,670.04,18.89,43,88.33,18.85
2026-07-09 16:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-047,WKL-OPS-009,119395,56833,176228,1047.37,834.77,1882.14,6.67,148,21.67,95.8
2026-07-09 20:00:00,NVM-NWK-01,NVMe,LUN-NVM-NWK-01-003,WKL-FIN-018,23641,11844,35485,571.61,460.48,1032.09,192,56,66.19,74.6
2026-07-09 20:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-01-001,WKL-OPS-011,18561,1165,19726,661.09,26.6,687.69,13.88,56,37.75,11.67
2026-07-09 20:00:00,SAN-NWK-02,SAN,LUN-SAN-NWK-02-006,WKL-FIN-018,10367,2436,12803,410.54,55.93,466.47,2.23,41,79.44,58.32
2026-07-10 00:00:00,NVM-NWK-02,NVMe,LUN-NVM-NWK-02-001,WKL-OPS-010,10763,6110,16873,140.16,156.04,296.2,230,13,43.37,74.1
2026-07-10 00:00:00,NVM-NWK-02,NVMe,LUN-NVM-NWK-02-006,WKL-FIN-002,23551,12282,35833,584.71,312.86,897.57,173,17,48.12,18.46
2026-07-10 00:00:00,NVM-STM-01,NVMe,LUN-NVM-STM-01-002,WKL-FIN-015,25170,6426,31596,754.45,179.63,934.08,195,42,67.98,36.96
2026-07-10 00:00:00,SAN-NWK-02,SAN,LUN-SAN-NWK-02-003,WKL-FIN-011,28484,6585,35069,755.06,175.72,930.78,7.35,28,52.22,63.26
2026-07-10 00:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-048,WKL-OPS-011,29047,17567,46614,372.67,474.27,846.94,10.7,250,14.78,99.61
2026-07-10 04:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-01-004,WKL-OPS-002,13938,9024,22962,435.83,171.93,607.76,10.03,33,59.88,70.65
2026-07-10 04:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-01-007,WKL-OPS-013,19115,1856,20971,213.4,61.63,275.03,5.55,37,92.04,55.77
2026-07-10 04:00:00,SAN-NWK-02,SAN,LUN-SAN-NWK-02-007,WKL-FIN-010,10660,6372,17032,422.5,198.85,621.35,14.62,6,39.63,53.42
2026-07-10 04:00:00,NAS-NWK-01,NAS,LUN-NAS-NWK-01-002,WKL-FIN-023,14259,1241,15500,195.7,41.76,237.46,10.55,42,35.16,9.95
2026-07-10 04:00:00,NAS-NWK-01,NAS,LUN-NAS-NWK-01-006,WKL-FIN-003,16964,2338,19302,388.98,80.34,469.32,7.7,59,68.66,16.47
2026-07-10 08:00:00,NVM-NWK-01,NVMe,LUN-NVM-NWK-01-003,WKL-FIN-018,15025,6777,21802,135.35,123.51,258.86,272,18,52.78,18.04
2026-07-10 08:00:00,NVM-NWK-01,NVMe,LUN-NVM-NWK-01-005,WKL-FIN-015,66400,2728,69128,1075.2,48.6,1123.8,107,15,83.52,70.92
2026-07-10 08:00:00,NVM-NWK-01,NVMe,LUN-NVM-NWK-01-007,WKL-FIN-007,22303,8230,30533,792.14,244.73,1036.87,135,33,56.47,26.0
2026-07-10 08:00:00,NVM-NWK-02,NVMe,LUN-NVM-NWK-02-001,WKL-OPS-010,13609,11094,24703,459.07,305.1,764.17,159,52,54.1,30.52
2026-07-10 08:00:00,NVM-NWK-02,NVMe,LUN-NVM-NWK-02-005,WKL-FIN-003,10254,16896,27150,214.69,575.32,790.01,194,50,97.84,58.94
2026-07-10 08:00:00,NVM-STM-01,NVMe,LUN-NVM-STM-01-005,WKL-FIN-002,46189,21012,67201,683.6,611.43,1295.03,155,29,55.73,78.37
2026-07-10 08:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-01-002,WKL-FIN-013,54126,7680,61806,842.4,210.96,1053.36,13.51,61,72.78,29.91
2026-07-10 08:00:00,SAN-NWK-01,SAN,LUN-SAN-NWK-01-005,WKL-FIN-015,38509,3346,41855,1260.96,127.74,1388.7,5.2,22,84.6,42.89
2026-07-10 08:00:00,SAN-STM-01,SAN,LUN-SAN-STM-01-001,WKL-FIN-014,23968,13827,37795,702.46,479.29,1181.75,10.37,28,65.48,79.93
